,0
literary_D_35306.txt,chat_huma_61886.txt
news_huma_81691.txt,chat_huma_41627.txt
reviews_huma_124457.txt,how-to_C_47238.txt
wikipedia_huma_72197.txt,chat_huma_41627.txt
literary_D_36132.txt,chat_huma_61886.txt
tweets_huma_62975.txt,chat_huma_41627.txt
literary_D_114901.txt,chat_huma_41627.txt
wikipedia_huma_114160.txt,chat_D_50004.txt
literary_huma_74054.txt,chat_huma_41627.txt
literary_D_150746.txt,chat_huma_41627.txt
reviews_huma_89925.txt,chat_huma_41627.txt
tweets_D_8036.txt,chat_F_106600.txt
literary_B_87835.txt,chat_E_9276.txt
literary_huma_9256.txt,chat_huma_41627.txt
literary_huma_87169.txt,chat_huma_41627.txt
news_huma_40448.txt,chat_huma_41627.txt
news_F_88215.txt,chat_huma_41627.txt
news_huma_27914.txt,chat_huma_41627.txt
news_huma_123560.txt,chat_huma_41627.txt
reviews_huma_113025.txt,chat_C_16200.txt
wikipedia_A_69489.txt,chat_huma_41627.txt
literary_huma_143606.txt,chat_huma_41627.txt
literary_huma_55017.txt,chat_huma_41627.txt
wikipedia_D_150796.txt,how-to_huma_88934.txt
news_C_56436.txt,chat_huma_41627.txt
wikipedia_F_133130.txt,chat_huma_41627.txt
literary_huma_48426.txt,chat_huma_41627.txt
wikipedia_huma_140525.txt,chat_huma_41627.txt
wikipedia_huma_96732.txt,chat_huma_41627.txt
news_E_20163.txt,chat_huma_41627.txt
literary_F_67415.txt,chat_huma_41627.txt
wikipedia_huma_144184.txt,chat_huma_41627.txt
news_huma_80581.txt,chat_huma_41627.txt
tweets_huma_34300.txt,chat_huma_41627.txt
literary_huma_13256.txt,chat_huma_41627.txt
wikipedia_C_12997.txt,chat_D_50004.txt
wikipedia_E_129918.txt,chat_huma_41627.txt
literary_B_52747.txt,chat_huma_41627.txt
literary_E_53941.txt,how-to_huma_137140.txt
wikipedia_huma_129822.txt,chat_huma_41627.txt
tweets_huma_121669.txt,chat_F_41736.txt
news_F_58342.txt,chat_huma_41627.txt
literary_huma_65364.txt,chat_huma_41627.txt
literary_D_58077.txt,how-to_C_47238.txt
reviews_E_93814.txt,chat_huma_41627.txt
news_huma_112371.txt,chat_huma_41627.txt
wikipedia_B_104060.txt,chat_huma_41627.txt
wikipedia_E_17972.txt,chat_huma_41627.txt
literary_huma_18409.txt,chat_huma_41627.txt
literary_D_10276.txt,chat_huma_91935.txt
reviews_huma_130691.txt,chat_huma_41627.txt
news_huma_142427.txt,chat_huma_41627.txt
literary_huma_139877.txt,chat_huma_41627.txt
literary_F_49440.txt,chat_huma_41627.txt
tweets_E_24731.txt,chat_F_142685.txt
wikipedia_B_98916.txt,chat_E_76485.txt
wikipedia_D_136380.txt,chat_D_50004.txt
tweets_E_9925.txt,chat_huma_84112.txt
news_huma_2248.txt,chat_huma_41627.txt
wikipedia_huma_69479.txt,chat_huma_41627.txt
wikipedia_E_111667.txt,chat_huma_41627.txt
news_huma_152528.txt,chat_huma_41627.txt
literary_B_57869.txt,how-to_C_47238.txt
tweets_huma_22790.txt,chat_huma_41627.txt
tweets_C_86970.txt,chat_E_76485.txt
news_F_103180.txt,chat_huma_41627.txt
reviews_huma_28827.txt,chat_huma_41627.txt
literary_huma_120186.txt,chat_huma_41627.txt
wikipedia_huma_1049.txt,chat_huma_41627.txt
reviews_B_63867.txt,how-to_C_47238.txt
wikipedia_huma_104747.txt,chat_huma_51418.txt
news_huma_47353.txt,chat_huma_41627.txt
wikipedia_C_124650.txt,chat_D_50004.txt
reviews_huma_147665.txt,chat_huma_41627.txt
wikipedia_E_73900.txt,chat_huma_41627.txt
tweets_huma_74916.txt,chat_huma_144491.txt
news_C_29468.txt,chat_huma_41627.txt
literary_huma_82119.txt,chat_huma_41627.txt
news_C_99645.txt,chat_huma_138627.txt
literary_huma_14501.txt,chat_huma_41627.txt
tweets_D_143692.txt,chat_E_16972.txt
literary_huma_114394.txt,chat_huma_41627.txt
news_huma_127442.txt,chat_huma_41627.txt
news_huma_31752.txt,chat_huma_41627.txt
wikipedia_huma_63.txt,chat_huma_41627.txt
wikipedia_huma_1326.txt,chat_huma_41627.txt
literary_huma_81269.txt,chat_huma_41627.txt
reviews_A_116796.txt,how-to_C_47238.txt
reviews_huma_111494.txt,chat_huma_41627.txt
literary_huma_92943.txt,chat_huma_41627.txt
tweets_huma_6773.txt,chat_C_129679.txt
wikipedia_huma_49759.txt,chat_huma_41627.txt
literary_F_94428.txt,chat_huma_41627.txt
news_F_9422.txt,chat_huma_41627.txt
literary_huma_112950.txt,chat_huma_41627.txt
reviews_huma_64160.txt,chat_huma_41627.txt
literary_huma_119130.txt,chat_huma_41627.txt
wikipedia_D_96442.txt,chat_huma_41627.txt
wikipedia_huma_85151.txt,chat_huma_41627.txt
wikipedia_D_74638.txt,chat_huma_41627.txt
reviews_C_23467.txt,chat_huma_41627.txt
wikipedia_C_27906.txt,chat_huma_41627.txt
wikipedia_huma_118626.txt,chat_huma_41627.txt
literary_E_145808.txt,chat_huma_41627.txt
wikipedia_F_133208.txt,chat_huma_41627.txt
literary_huma_87726.txt,chat_huma_41627.txt
wikipedia_huma_148673.txt,chat_huma_41627.txt
wikipedia_huma_23458.txt,chat_D_50004.txt
wikipedia_huma_40856.txt,chat_huma_41627.txt
reviews_huma_12772.txt,chat_huma_41627.txt
wikipedia_F_48679.txt,chat_huma_41627.txt
wikipedia_huma_19029.txt,chat_huma_41627.txt
news_A_10013.txt,chat_huma_61886.txt
reviews_D_5840.txt,chat_huma_41627.txt
wikipedia_E_145000.txt,chat_huma_41627.txt
literary_huma_144383.txt,how-to_C_47238.txt
wikipedia_huma_63781.txt,chat_huma_41627.txt
news_huma_20959.txt,chat_huma_41627.txt
news_huma_12188.txt,chat_huma_91935.txt
news_C_27796.txt,chat_huma_61886.txt
literary_E_18752.txt,chat_huma_41627.txt
wikipedia_A_41168.txt,chat_huma_41627.txt
wikipedia_huma_104588.txt,chat_huma_41627.txt
literary_huma_2911.txt,chat_huma_41627.txt
tweets_huma_18482.txt,chat_huma_41627.txt
reviews_B_27515.txt,chat_huma_41627.txt
news_F_29309.txt,chat_huma_41627.txt
news_C_16266.txt,chat_huma_41627.txt
literary_huma_30857.txt,chat_huma_41627.txt
wikipedia_D_151534.txt,chat_E_9276.txt
literary_huma_118512.txt,chat_huma_17177.txt
tweets_E_6466.txt,chat_huma_144491.txt
literary_huma_44898.txt,chat_huma_41627.txt
reviews_F_146865.txt,chat_huma_128729.txt
literary_A_71276.txt,how-to_huma_2930.txt
news_huma_99033.txt,chat_huma_41627.txt
tweets_F_68101.txt,chat_huma_28997.txt
reviews_E_128250.txt,chat_huma_41627.txt
wikipedia_A_87925.txt,chat_huma_41627.txt
wikipedia_F_12387.txt,chat_huma_41627.txt
tweets_E_122612.txt,chat_huma_41627.txt
tweets_huma_124113.txt,chat_D_132927.txt
news_huma_22822.txt,chat_huma_41627.txt
reviews_huma_64137.txt,chat_huma_41627.txt
reviews_huma_57710.txt,chat_huma_41627.txt
reviews_huma_129206.txt,chat_F_59684.txt
literary_huma_114971.txt,chat_huma_41627.txt
news_huma_88147.txt,chat_huma_41627.txt
news_huma_115587.txt,chat_huma_41627.txt
literary_huma_132244.txt,chat_huma_41627.txt
news_huma_57645.txt,chat_huma_41627.txt
news_B_66501.txt,chat_huma_17177.txt
literary_F_67877.txt,how-to_C_47238.txt
wikipedia_huma_100708.txt,chat_D_50004.txt
news_huma_131786.txt,chat_huma_41627.txt
news_huma_101282.txt,chat_huma_41627.txt
news_F_68235.txt,how-to_C_47238.txt
wikipedia_E_48646.txt,chat_huma_61886.txt
literary_huma_99415.txt,chat_huma_41627.txt
tweets_E_144878.txt,chat_huma_41627.txt
literary_huma_69664.txt,chat_huma_41627.txt
tweets_D_89107.txt,chat_huma_41627.txt
literary_huma_152429.txt,chat_huma_41627.txt
literary_huma_17086.txt,how-to_C_47238.txt
reviews_huma_61801.txt,chat_huma_41627.txt
reviews_B_106360.txt,chat_huma_41627.txt
literary_D_59541.txt,chat_huma_41627.txt
wikipedia_huma_9316.txt,chat_huma_41627.txt
reviews_E_39884.txt,chat_huma_41627.txt
reviews_F_91901.txt,how-to_huma_137140.txt
tweets_huma_17644.txt,chat_huma_41627.txt
tweets_E_137072.txt,chat_huma_148655.txt
literary_huma_55697.txt,how-to_C_47238.txt
literary_huma_90586.txt,chat_huma_91935.txt
literary_huma_59398.txt,how-to_C_47238.txt
news_E_119065.txt,chat_huma_41627.txt
reviews_B_143286.txt,chat_F_59684.txt
news_huma_68469.txt,chat_huma_41627.txt
wikipedia_huma_24702.txt,chat_huma_41627.txt
reviews_huma_58622.txt,chat_huma_41627.txt
news_B_11602.txt,chat_huma_41627.txt
news_huma_89352.txt,chat_huma_41627.txt
literary_F_63217.txt,chat_huma_41627.txt
literary_huma_74134.txt,chat_huma_41627.txt
news_huma_70041.txt,chat_huma_41627.txt
tweets_huma_101794.txt,chat_huma_41627.txt
literary_huma_43126.txt,chat_huma_41627.txt
literary_A_132680.txt,chat_huma_41627.txt
wikipedia_huma_7762.txt,chat_huma_41627.txt
news_huma_51377.txt,how-to_huma_137140.txt
tweets_huma_95426.txt,chat_F_136417.txt
reviews_A_21342.txt,chat_huma_41627.txt
reviews_huma_98564.txt,chat_huma_128729.txt
reviews_F_93260.txt,chat_huma_41627.txt
reviews_huma_149973.txt,chat_huma_41627.txt
literary_huma_88738.txt,chat_huma_41627.txt
literary_D_59135.txt,chat_huma_41627.txt
news_D_106030.txt,chat_huma_41627.txt
reviews_huma_15570.txt,how-to_A_31228.txt
tweets_huma_140444.txt,chat_E_76485.txt
wikipedia_B_10868.txt,chat_D_50004.txt
news_huma_106767.txt,chat_huma_41627.txt
wikipedia_C_128401.txt,chat_huma_41627.txt
wikipedia_huma_25110.txt,chat_huma_41627.txt
tweets_D_80751.txt,chat_huma_41627.txt
literary_huma_152888.txt,chat_huma_128729.txt
literary_huma_91320.txt,how-to_C_47238.txt
news_huma_131782.txt,chat_huma_17177.txt
tweets_E_137126.txt,chat_huma_41627.txt
literary_huma_62243.txt,chat_huma_41627.txt
tweets_huma_120749.txt,chat_huma_41627.txt
wikipedia_huma_26147.txt,chat_huma_41627.txt
literary_E_15069.txt,chat_huma_91935.txt
wikipedia_huma_34327.txt,chat_huma_41627.txt
wikipedia_B_41770.txt,how-to_huma_137140.txt
literary_C_100050.txt,chat_huma_61886.txt
wikipedia_huma_44826.txt,chat_huma_41627.txt
news_D_63299.txt,chat_huma_41627.txt
news_F_42008.txt,chat_huma_41627.txt
tweets_D_41412.txt,chat_F_106600.txt
news_huma_800.txt,chat_huma_41627.txt
wikipedia_huma_106699.txt,chat_huma_41627.txt
reviews_huma_89648.txt,how-to_C_47238.txt
reviews_huma_129482.txt,chat_huma_41627.txt
wikipedia_huma_40857.txt,chat_huma_41627.txt
literary_huma_151804.txt,chat_huma_41627.txt
literary_huma_106986.txt,chat_huma_41627.txt
reviews_C_36014.txt,how-to_C_47238.txt
tweets_C_31441.txt,chat_huma_28997.txt
news_E_46788.txt,chat_huma_41627.txt
reviews_D_81605.txt,how-to_C_47238.txt
reviews_huma_86976.txt,chat_huma_41627.txt
tweets_huma_120570.txt,chat_huma_41627.txt
wikipedia_E_70111.txt,chat_D_50004.txt
literary_C_137053.txt,chat_huma_128024.txt
reviews_C_39885.txt,chat_huma_41627.txt
literary_E_67958.txt,chat_huma_41627.txt
tweets_huma_46111.txt,chat_huma_41627.txt
news_huma_139528.txt,chat_huma_41627.txt
literary_huma_6047.txt,chat_huma_41627.txt
news_F_24282.txt,chat_huma_41627.txt
news_D_14078.txt,chat_huma_41627.txt
reviews_D_123696.txt,chat_huma_41627.txt
reviews_D_31999.txt,chat_huma_41627.txt
reviews_F_23543.txt,chat_huma_41627.txt
literary_F_17125.txt,how-to_C_47238.txt
reviews_A_119885.txt,chat_huma_128729.txt
wikipedia_huma_134499.txt,chat_huma_41627.txt
literary_E_77821.txt,chat_huma_41627.txt
literary_huma_6877.txt,chat_huma_41627.txt
news_huma_77729.txt,chat_huma_41627.txt
tweets_huma_125518.txt,chat_huma_41627.txt
reviews_B_80435.txt,chat_huma_41627.txt
literary_huma_22116.txt,chat_huma_41627.txt
literary_huma_18991.txt,chat_D_50004.txt
reviews_F_59431.txt,how-to_C_47238.txt
news_huma_476.txt,chat_huma_41627.txt
wikipedia_huma_66128.txt,chat_huma_41627.txt
tweets_E_127297.txt,chat_huma_41627.txt
wikipedia_huma_65466.txt,chat_huma_41627.txt
wikipedia_C_54857.txt,chat_huma_41627.txt
wikipedia_huma_104517.txt,chat_huma_41627.txt
reviews_huma_135869.txt,how-to_C_47238.txt
news_B_106532.txt,chat_huma_41627.txt
literary_huma_30077.txt,chat_huma_41627.txt
literary_A_116164.txt,chat_huma_41627.txt
news_huma_147528.txt,chat_huma_61886.txt
literary_huma_78285.txt,chat_huma_41627.txt
news_C_85295.txt,chat_huma_41627.txt
wikipedia_huma_61489.txt,chat_huma_41627.txt
reviews_huma_163.txt,how-to_huma_137140.txt
